A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
3494,very_high,low,very_low,very_high,very_low,very_low,low,bad
3495,low,medium,high,high,medium,low,low,bad
3496,low,medium,high,very_high,high,high,high,good
3497,very_low,very_high,low,very_high,very_high,low,medium,good
3498,very_low,very_low,very_low,low,very_low,very_high,very_low,bad
3499,very_high,very_high,very_low,medium,low,low,low,bad
3500,medium,low,low,very_high,very_low,very_low,very_low,bad
3501,very_low,very_high,very_low,high,medium,very_high,high,bad
3502,medium,high,very_low,medium,very_high,very_high,very_low,bad
3503,high,very_high,low,low,low,low,medium,good
3504,medium,medium,high,low,high,high,low,good
3505,very_low,high,medium,high,medium,high,medium,bad
3506,very_low,low,very_high,low,medium,low,very_low,bad
3507,low,medium,very_high,medium,medium,medium,low,good
3508,very_low,very_low,low,low,very_high,very_high,very_high,bad
3509,high,low,high,very_high,medium,high,medium,good
3510,medium,low,very_high,very_low,high,very_low,high,good
3511,very_high,high,low,high,very_low,low,medium,good
3512,medium,very_low,low,low,low,very_low,very_low,good
3513,very_high,low,low,low,high,low,medium,good
3514,very_high,low,high,medium,very_low,very_high,medium,good
3515,low,low,very_high,very_low,high,medium,low,good
3516,very_low,high,high,very_high,low,medium,high,bad
3517,high,high,very_low,very_high,very_low,high,medium,bad
3518,very_low,very_high,medium,low,high,low,very_low,good
3519,medium,high,medium,very_low,high,very_low,high,bad
3520,medium,very_low,high,medium,high,very_low,low,good
3521,very_low,very_high,high,medium,very_high,low,low,good
3522,low,medium,medium,very_low,very_high,medium,low,bad
3523,low,very_high,low,very_high,low,low,very_high,bad
3524,low,high,low,very_low,low,medium,very_low,bad
3525,medium,very_low,very_high,very_low,low,very_high,low,good
3526,very_low,very_high,medium,low,low,high,high,bad
3527,medium,low,very_low,very_high,very_low,very_low,very_low,bad
3528,very_high,low,very_low,medium,low,very_high,medium,bad
3529,medium,very_low,low,very_high,very_high,very_high,very_high,good
3530,very_low,very_high,high,very_low,very_high,very_low,very_low,good
3531,very_high,high,medium,high,very_low,low,very_high,bad
3532,low,high,medium,high,high,medium,low,good
3533,low,very_high,very_high,low,very_low,very_low,high,good
3534,high,high,medium,high,high,medium,low,bad
3535,medium,medium,very_high,medium,very_low,very_low,medium,bad
3536,high,very_low,very_low,high,very_high,high,high,bad
3537,very_high,very_high,very_low,very_low,high,high,medium,good
3538,very_high,very_low,very_low,high,low,high,high,good
3539,medium,low,very_low,medium,low,very_high,low,bad
3540,very_low,low,low,very_low,medium,very_high,very_low,bad
3541,low,very_low,very_high,very_low,low,very_low,medium,good
3542,medium,low,medium,medium,medium,medium,medium,bad
3543,very_high,medium,very_low,medium,high,medium,high,bad
3544,medium,low,medium,low,low,low,medium,good
3545,very_low,low,medium,high,low,very_high,very_high,bad
3546,low,very_high,very_high,very_high,very_low,very_low,very_high,good
3547,medium,very_high,medium,medium,medium,very_low,very_high,bad
3548,medium,very_high,medium,very_low,low,high,medium,good
3549,very_low,low,very_high,low,medium,medium,high,bad
3550,low,high,high,high,very_low,medium,high,bad
3551,low,medium,high,very_low,low,very_high,very_low,good
3552,high,low,very_low,low,low,very_high,very_low,bad
3553,very_high,very_high,very_low,very_high,low,medium,low,good
3554,high,very_high,medium,medium,low,low,very_high,good
3555,high,very_high,low,very_low,very_high,low,medium,good
3556,high,very_high,very_low,very_high,medium,high,very_low,good
3557,medium,medium,very_low,medium,very_low,high,very_low,bad
3558,low,low,very_high,medium,high,medium,medium,good
3559,very_low,low,very_high,very_high,low,very_high,very_high,bad
3560,high,very_low,very_high,very_high,low,very_high,very_high,good
3561,high,high,very_high,high,medium,high,high,good
3562,high,medium,low,very_low,high,medium,high,good
3563,low,very_high,very_low,medium,medium,low,very_low,good
3564,medium,medium,high,medium,very_low,low,low,bad
3565,very_high,very_low,very_low,low,very_high,low,high,good
3566,very_low,high,high,high,very_high,high,high,bad
3567,very_high,medium,medium,very_high,high,very_low,very_high,good
3568,very_low,very_low,very_high,high,very_high,medium,low,good
3569,very_high,medium,medium,very_high,very_low,low,low,bad
3570,very_high,very_low,low,very_low,very_high,medium,high,good
3571,high,high,high,very_high,very_low,low,very_low,bad
3572,very_low,medium,very_low,very_low,low,very_high,very_low,bad
3573,high,very_low,medium,very_low,very_high,very_low,medium,good
3574,very_low,medium,very_low,very_low,very_low,very_high,very_low,bad
3575,very_high,high,low,medium,very_high,low,high,good
3576,very_low,very_high,high,very_low,high,very_high,low,bad
3577,medium,very_low,high,medium,medium,very_low,medium,good
3578,high,high,high,very_high,very_low,very_low,medium,bad
3579,medium,high,very_low,very_high,medium,high,medium,bad
3580,very_low,medium,very_high,medium,very_high,medium,very_high,bad
3581,medium,very_high,high,high,very_low,low,very_high,bad
3582,high,very_high,low,very_high,very_low,low,high,good
3583,high,very_high,very_low,very_low,low,very_high,very_low,good
3584,medium,low,high,very_high,very_high,very_low,medium,good
3585,medium,medium,very_high,very_high,very_low,very_low,medium,bad
3586,high,high,high,low,medium,high,low,good
3587,medium,low,high,medium,medium,very_low,very_high,good
3588,low,medium,medium,low,low,high,low,bad
3589,medium,very_high,medium,very_high,medium,very_low,very_high,good
3590,very_high,low,high,very_low,very_high,low,very_high,good
3591,high,very_low,medium,very_high,high,very_low,medium,good
3592,medium,low,medium,very_high,very_high,very_low,high,good
3593,very_low,low,very_high,medium,medium,medium,low,bad
3594,very_low,high,very_high,very_low,medium,high,low,good
3595,medium,very_low,very_low,low,high,very_high,high,bad
3596,very_low,high,very_high,very_low,very_high,low,very_low,good
3597,very_low,very_low,medium,very_high,medium,very_high,high,bad
3598,low,very_high,low,very_high,high,very_low,medium,good
3599,high,low,high,very_high,low,very_low,high,good
3600,high,low,very_low,medium,very_low,very_high,medium,bad
3601,low,high,very_high,very_high,low,low,high,bad
3602,high,very_low,very_high,very_high,medium,very_high,very_high,good
3603,high,low,low,medium,very_high,low,high,good
3604,medium,high,very_low,low,very_high,low,very_high,bad
3605,very_low,very_high,medium,high,high,low,low,good
3606,medium,high,low,very_high,medium,very_low,very_low,good
3607,very_high,low,medium,very_high,low,very_high,very_high,good
3608,medium,low,low,low,very_low,medium,medium,good
3609,very_high,low,very_high,very_high,very_low,very_low,high,bad
3610,high,high,very_low,low,high,high,very_high,bad
3611,high,low,low,low,high,high,medium,bad
3612,high,high,medium,medium,medium,low,low,bad
3613,low,very_high,very_low,medium,low,high,low,good
3614,high,very_low,very_high,medium,low,very_high,low,good
3615,very_low,medium,very_high,high,medium,low,very_high,bad
3616,medium,very_high,high,medium,medium,medium,very_low,good
3617,high,medium,very_low,medium,high,very_high,low,bad
3618,high,medium,medium,very_high,low,very_low,medium,good
3619,very_low,very_low,very_high,very_low,very_low,high,very_low,bad
3620,very_low,low,very_high,high,low,very_high,high,bad
3621,high,very_low,low,high,low,low,high,good
3622,high,very_low,very_high,very_high,high,high,high,good
3623,very_low,high,very_high,very_high,low,low,very_high,bad
3624,very_high,very_high,very_high,very_low,very_high,very_low,very_high,good
3625,low,very_high,very_low,high,very_low,very_high,high,bad
3626,low,high,medium,very_low,very_low,medium,low,bad
3627,medium,low,high,very_high,very_low,medium,medium,bad
3628,very_low,high,low,medium,very_low,high,low,bad
3629,high,low,very_low,very_high,low,very_low,low,good
3630,very_high,low,very_low,high,medium,very_high,very_low,bad
3631,high,medium,low,low,high,high,very_low,bad
3632,high,very_high,very_low,very_high,very_low,very_high,very_low,bad
3633,medium,very_high,very_high,very_high,high,low,very_high,bad
3634,low,low,high,medium,very_high,medium,very_high,bad
3635,very_low,very_low,high,high,high,high,very_high,bad
3636,low,high,very_low,very_high,very_low,low,medium,good
3637,very_low,very_high,medium,very_low,very_low,high,low,good
3638,high,very_low,low,high,very_high,low,very_high,good
3639,high,low,low,very_high,medium,very_low,medium,good
3640,medium,very_low,medium,very_high,low,very_high,very_low,bad
3641,very_low,very_high,low,low,high,low,very_low,good
3642,very_low,medium,very_high,medium,very_high,very_low,very_low,good
3643,medium,medium,medium,medium,very_high,low,very_high,bad
3644,very_high,very_high,medium,medium,very_high,very_low,very_high,good
3645,low,very_low,very_high,low,high,medium,medium,good
3646,low,very_low,low,medium,very_high,very_high,high,bad
3647,very_low,medium,medium,high,low,high,very_high,bad
3648,medium,medium,medium,medium,low,low,very_high,bad
3649,very_high,very_low,high,very_high,high,very_high,medium,good
3650,very_low,very_high,low,medium,very_high,very_low,very_low,good
3651,very_high,low,medium,very_high,very_high,very_low,very_high,good
3652,very_low,very_high,high,very_low,high,very_low,very_low,good
3653,medium,medium,very_high,high,medium,medium,very_low,good
3654,medium,low,medium,low,very_low,high,very_low,bad
3655,medium,high,medium,low,high,high,very_low,good
3656,low,very_high,very_low,medium,low,high,medium,bad
3657,very_low,high,low,low,very_low,very_high,medium,bad
3658,low,very_low,high,very_low,very_low,high,very_low,bad
3659,medium,low,low,very_high,low,very_low,low,good
3660,low,high,very_high,high,very_high,very_low,very_low,good
3661,low,very_high,high,very_high,medium,very_low,high,good
3662,low,very_low,very_low,low,very_high,very_high,very_high,bad
3663,high,very_high,very_high,very_low,medium,very_low,very_high,good
3664,medium,low,very_low,high,low,low,medium,good
3665,very_high,very_high,low,very_high,low,low,very_high,bad
3666,medium,low,very_high,medium,low,very_low,very_low,bad
3667,low,medium,very_low,medium,very_low,very_high,very_low,bad
3668,high,very_low,very_high,very_low,very_low,very_high,low,good
3669,very_high,low,medium,medium,high,low,very_high,good
3670,medium,low,very_low,very_high,low,high,very_low,bad
3671,high,low,medium,very_high,very_low,low,low,bad
3672,high,medium,very_low,low,low,medium,low,good
3673,very_high,high,low,high,medium,very_low,very_high,bad
3674,medium,medium,medium,low,very_low,high,low,bad
3675,very_high,very_high,low,low,medium,high,very_high,bad
3676,low,very_high,very_low,medium,medium,very_high,low,bad
3677,medium,medium,very_high,low,high,medium,low,good
3678,high,medium,low,very_high,low,medium,medium,bad
3679,very_low,medium,very_high,low,very_high,low,very_low,good
3680,medium,high,high,very_low,very_high,very_low,very_high,bad
3681,medium,low,high,medium,very_low,very_low,low,bad
3682,medium,very_high,high,low,very_low,low,very_high,bad
3683,very_high,very_low,very_low,very_low,very_high,very_low,very_high,bad
3684,high,very_high,very_low,very_high,medium,medium,medium,bad
3685,high,low,medium,medium,very_low,low,medium,good
3686,medium,medium,low,very_high,very_low,very_low,very_low,bad
3687,very_low,very_high,very_high,very_low,high,medium,high,bad
3688,very_high,very_low,medium,very_high,medium,very_high,low,good
3689,low,very_low,very_high,high,very_high,medium,low,good
3690,medium,high,high,medium,high,very_low,very_high,bad
3691,low,high,high,very_low,high,low,very_low,good
3692,low,high,very_high,low,low,medium,very_low,good
3693,very_high,medium,very_high,low,very_high,low,medium,bad
3694,medium,high,low,very_high,high,medium,high,good
3695,low,very_high,high,low,very_high,low,very_low,good
3696,medium,medium,high,low,medium,high,very_low,good
3697,medium,high,medium,high,very_high,medium,low,good
3698,low,high,high,medium,very_high,low,very_low,good
3699,high,very_high,high,very_low,high,very_low,high,good
3700,very_low,very_high,very_high,very_low,high,medium,very_low,good
3701,very_high,low,very_low,very_low,very_high,very_high,very_low,bad
3702,very_high,very_high,very_low,very_high,very_low,medium,very_high,good
3703,very_low,high,very_high,very_low,high,high,low,bad
3704,very_low,low,very_high,medium,high,medium,high,good
3705,high,very_low,very_low,low,high,high,low,bad
3706,high,very_low,medium,low,very_low,medium,very_low,bad
3707,very_high,very_low,low,medium,very_low,low,very_low,bad
3708,very_high,very_low,medium,very_low,very_high,medium,very_high,good
3709,very_low,medium,very_high,medium,medium,medium,low,bad
3710,high,low,medium,very_high,very_low,very_low,medium,good
3711,high,very_high,high,very_low,very_high,low,high,good
3712,low,low,very_high,very_low,medium,high,very_low,good
3713,high,low,high,high,low,very_high,high,bad
3714,very_low,very_high,low,low,high,low,very_low,good
3715,medium,very_high,medium,medium,medium,high,very_high,bad
3716,high,medium,high,medium,medium,very_low,high,bad
3717,medium,very_low,very_high,medium,high,very_high,high,good
3718,very_high,very_high,very_low,very_high,very_low,medium,high,good
3719,low,very_low,very_high,high,high,medium,medium,good
3720,high,very_low,high,very_high,very_low,very_low,low,bad
3721,very_low,very_low,very_low,medium,very_low,very_high,very_low,bad
3722,high,very_low,very_low,high,very_low,very_high,very_low,bad
3723,low,very_high,high,high,very_high,medium,high,bad
3724,medium,high,medium,low,medium,high,very_low,good
3725,very_high,very_low,very_low,very_low,very_high,high,medium,good
3726,very_high,medium,medium,low,very_low,very_high,medium,good
3727,very_low,low,very_high,very_low,medium,high,very_low,good
3728,very_high,very_low,low,low,very_high,medium,high,good
3729,very_low,low,very_high,very_high,very_high,low,medium,good
3730,very_high,medium,very_high,low,very_high,very_low,very_high,good
3731,low,very_high,very_low,high,very_low,very_high,medium,bad
3732,medium,high,high,high,high,medium,low,good
3733,high,low,low,medium,low,low,very_high,bad
3734,medium,low,high,high,low,high,medium,bad
3735,very_low,very_high,high,medium,very_high,very_low,very_low,good
